text,value,selected,description,imageSrc
Purple Widow,546,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple_Widow.png"""
Grandpa's Breath,547,,,"""https://assets.wikileaf.com/assets/strains/strain/Grandpas-Breath-icon.png"""
Mochi,548,,,"""https://assets.wikileaf.com/assets/strains/strain/1575314650_Mochi-icon.png"""
Iron Triangle,549,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-IronTriangle.png"""
Brian Berry Cough,550,,,"""https://assets.wikileaf.com/assets/strains/strain/Brian-Berry-Cough-Icon.png"""
Four way,551,,,"""https://assets.wikileaf.com/assets/strains/strain/Four-Way-icon.png"""
Chocolate Kush,552,,,"""https://assets.wikileaf.com/assets/strains/strain/Chocolate_Kush.jpg"""
Silver Kush,553,,,"""https://assets.wikileaf.com/assets/strains/strain/Silver_Kush.png"""
Purple Diesel,554,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple-Diesel-icon.png"""
Peyton Manning,555,,,"""https://assets.wikileaf.com/assets/strains/strain/Peyton-Manning-Icon.png"""
Blue Lights,556,,,"""https://assets.wikileaf.com/assets/strains/strain/Blue-lights-Icon.jpg"""
Sugar Cookie,557,,,"""https://assets.wikileaf.com/assets/strains/strain/Sugar_Cookie.jpg"""
Axilla,558,,,"""../../../assets/img/strain-types/Indica_500.png"""
Bediol,559,,,"""https://assets.wikileaf.com/assets/strains/strain/bediol-icon.png"""
Kings Kush,560,,,"""https://assets.wikileaf.com/assets/strains/strain/Kings-Kush-icon.png"""
Jelly Breath,561,,,"""../../../assets/img/strain-types/Indica_500.png"""
Queso,562,,,"""https://assets.wikileaf.com/assets/strains/strain/Queso-icon.png"""
Orange Cream,563,,,"""../../../assets/img/strain-types/Indica_500.png"""
Gelato #41,564,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Strawberry Haze,565,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Cookies Kush,566,,,"""https://assets.wikileaf.com/assets/strains/strain/Cookies_Kush.png"""
Permafrost,567,,,"""https://assets.wikileaf.com/assets/strains/strain/Permafrost-icon.jpg"""
Blue Zushi,568,,,"""../../../assets/img/strain-types/Indica_500.png"""
Power Plant,569,,,"""https://assets.wikileaf.com/assets/strains/strain/Power-Plant-icon.png"""
Dream Queen,570,,,"""https://assets.wikileaf.com/assets/strains/strain/Dream-Queen-Icon.jpg"""
Green Goblin,571,,,"""https://assets.wikileaf.com/assets/strains/strain/Green_Goblin.png"""
White Diesel,572,,,"""https://assets.wikileaf.com/assets/strains/strain/str-white-diesel_500x500.png"""
Aspen OG,573,,,"""https://assets.wikileaf.com/assets/strains/strain/Aspen_OG.png"""
King Tut,574,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Citradelic Sunset,575,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
William's Wonder,576,,,"""https://assets.wikileaf.com/assets/strains/strain/Williams_Wonder.jpg"""
Mazar,577,,,"""https://assets.wikileaf.com/assets/strains/strain/Mazar.jpg"""
Gorilla Bomb,578,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Raspberry Kush,579,,,"""https://assets.wikileaf.com/assets/strains/strain/Raspberry_Kush.png"""
Acid Dough,580,,,"""https://assets.wikileaf.com/assets/strains/strain/AcidDough-icon.png"""
Alien Rock Candy,581,,,"""https://assets.wikileaf.com/assets/strains/strain/Alien_Rock_Candy.jpg"""
Commerce City Kush,582,,,"""../../../assets/img/strain-types/Indica_500.png"""
Black Cherry Pie,583,,,"""https://assets.wikileaf.com/assets/strains/strain/Black-Cherry-Pie-icon.png"""
Sunburn,584,,,"""https://assets.wikileaf.com/assets/strains/strain/sunburn-Icon.png"""
Blue Buddha,585,,,"""https://assets.wikileaf.com/assets/strains/strain/Blue-Buddha-icon.png"""
Hell's Angel OG,586,,,"""https://assets.wikileaf.com/assets/strains/strain/Hells_Angel_OG.jpg"""
Neville's Haze,587,,,"""https://assets.wikileaf.com/assets/strains/strain/Nevilles_Haze.jpg"""
Bianca,588,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-Bianca.png"""
Face Off OG,589,,,"""https://assets.wikileaf.com/assets/strains/strain/Face_Off_OG.png"""
Pancake Ice,590,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Orange 43,591,,,"""../../../assets/img/strain-types/Indica_500.png"""
Holy Roller,592,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Northern Hashplant,593,,,"""../../../assets/img/strain-types/Indica_500.png"""
Galactic Jack,594,,,"""https://assets.wikileaf.com/assets/strains/strain/Galactic-Jack-icon.png"""
Peach Cobbler,595,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Warlock,596,,,"""https://assets.wikileaf.com/assets/strains/strain/Warlock-icon.png"""
DJ Short Blueberry,597,,,"""../../../assets/img/strain-types/Indica_500.png"""
Cinderella's Dream,598,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Skunk #1,599,,,"""https://assets.wikileaf.com/assets/strains/strain/Skunk1-icon.jpg"""
Grape Jelly,600,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-GrapeJelly.png"""
Gypsy Kush,601,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-GypsyKush.png"""
Grape Valley Kush,602,,,"""../../../assets/img/strain-types/Indica_500.png"""
Ice,603,,,"""https://assets.wikileaf.com/assets/strains/strain/Ice_500x500.png"""
Omega,604,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-Omega.png"""
Killer Queen,605,,,"""https://assets.wikileaf.com/assets/strains/strain/Killer_Queen.jpg"""
Green Poison,606,,,"""https://assets.wikileaf.com/assets/strains/strain/Green_Poison.jpg"""
Strawberry,607,,,"""https://assets.wikileaf.com/assets/strains/strain/Strawberry.png"""
Hashberry,608,,,"""https://assets.wikileaf.com/assets/strains/strain/Hashberry.png"""
Green Ribbon,609,,,"""https://assets.wikileaf.com/assets/strains/strain/Green_Ribbon.png"""
Alpha Omega OG,610,,,"""https://assets.wikileaf.com/assets/strains/strain/Alpha_Omega_OG.jpg"""
Cadillac Purple,611,,,"""https://assets.wikileaf.com/assets/strains/strain/Cadillac-Purple-Icon.png"""
Goo,612,,,"""https://assets.wikileaf.com/assets/strains/strain/Goo.jpg"""
Euphoria,613,,,"""https://assets.wikileaf.com/assets/strains/strain/Euphoria.jpg"""
Sour Cookies,614,,,"""https://assets.wikileaf.com/assets/strains/strain/Sour_Cookies.png"""
Rolls Choice,615,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Woody Kush,616,,,"""https://assets.wikileaf.com/assets/strains/strain/Woody_Kush.jpg"""
Purple Berry,617,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple_Berry.png"""
Rozé,618,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Head Cheese,619,,,"""https://assets.wikileaf.com/assets/strains/strain/Head_Cheese.jpg"""
Game Changer,620,,,"""https://assets.wikileaf.com/assets/strains/strain/Game_Changer.jpg"""
Elvis,621,,,"""https://assets.wikileaf.com/assets/strains/strain/Elvis.png"""
Critical Bilbo,622,,,"""../../../assets/img/strain-types/Indica_500.png"""
U.K. Cheese,623,,,"""https://assets.wikileaf.com/assets/strains/strain/U.K._Cheese.png"""
Ms Universe,624,,,"""https://assets.wikileaf.com/assets/strains/strain/ms-universe-Icon.png"""
Purple Candy,625,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple_Candy.jpg"""
Juliet,626,,,"""https://assets.wikileaf.com/assets/strains/strain/Juliet-icon.png"""
Erez,627,,,"""../../../assets/img/strain-types/Indica_500.png"""
Gigabud,628,,,"""https://assets.wikileaf.com/assets/strains/strain/Gigabud.png"""
Ghostbreath,629,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Lavender Jones,630,,,"""https://assets.wikileaf.com/assets/strains/strain/Lavender-Jones-icon.png"""
Chemdawg 91,631,,,"""https://assets.wikileaf.com/assets/strains/strain/Chemdawg_91.png"""
Sherblato,632,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Mendo Queen,633,,,"""https://assets.wikileaf.com/assets/strains/strain/Mendo-Queen-icon.png"""
Hibiscus Sunrise,634,,,"""../../../assets/img/strain-types/Indica_500.png"""
Scout's Honor,635,,,"""../../../assets/img/strain-types/Indica_500.png"""
Trix,636,,,"""https://assets.wikileaf.com/assets/strains/strain/Trix-icon2.png"""
F.O.G.,637,,,"""https://assets.wikileaf.com/assets/strains/strain/F.O.G..jpg"""
Ultraviolet,638,,,"""https://assets.wikileaf.com/assets/strains/strain/Ultraviolet-icon.png"""
Cherry Limeade,639,,,"""https://assets.wikileaf.com/assets/strains/strain/Cherry_Limeade.png"""
Silver Bubble,640,,,"""https://assets.wikileaf.com/assets/strains/strain/Silver_Bubble.png"""
Armageddon,641,,,"""https://assets.wikileaf.com/assets/strains/strain/Armageddon.jpg"""
Purple Jolly Rancher,642,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple_Jolly_Rancher.png"""
Key Lime Haze,643,,,"""../../../assets/img/strain-types/Indica_500.png"""
Tangilope,644,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Allen Wrench,645,,,"""https://assets.wikileaf.com/assets/strains/strain/Allen_Wrench.jpg"""
Air Jordan OG,646,,,"""https://assets.wikileaf.com/assets/strains/strain/Air-Jordan-OG-icon.jpg"""
Supermax OG,647,,,"""../../../assets/img/strain-types/Indica_500.png"""
Redd Cross,648,,,"""https://assets.wikileaf.com/assets/strains/strain/redd-cross-icon.png"""
Rosaberry,649,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Monster OG,650,,,"""https://assets.wikileaf.com/assets/strains/strain/monster-og-icon.png"""
Black Label,651,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Legendary Lemon,652,,,"""https://assets.wikileaf.com/assets/strains/strain/Legendary-Lemon-icon.jpg"""
Galactica OG,653,,,"""https://assets.wikileaf.com/assets/strains/strain/galactica-og-icon.png"""
California Orange Cheese,654,,,"""../../../assets/img/strain-types/Indica_500.png"""
Alpine Blue,655,,,"""https://assets.wikileaf.com/assets/strains/strain/Alpine-Blue-icon.jpg"""
98 White Widow,656,,,"""https://assets.wikileaf.com/assets/strains/strain/98_White_Widow_500x500.png"""
Chem Cookies,657,,,"""../../../assets/img/strain-types/Indica_500.png"""
Chocolate Cheesecake,658,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
999,659,,,"""https://assets.wikileaf.com/assets/strains/strain/999-icon.png"""
Sister Glue,660,,,"""../../../assets/img/strain-types/Indica_500.png"""
Blue Ivy,661,,,"""https://assets.wikileaf.com/assets/strains/strain/Blue_Ivy.jpg"""
Irene Kush,662,,,"""https://assets.wikileaf.com/assets/strains/strain/Irene_Kush.png"""
Fast Eddy,663,,,"""https://assets.wikileaf.com/assets/strains/strain/fast_eddy-icon.png"""
Fruit Crusher,664,,,"""https://assets.wikileaf.com/assets/strains/strain/str-fruit-smash_500x500.png"""
Animal Gas,665,,,"""https://assets.wikileaf.com/assets/strains/strain/animal-gas-icon.png"""
Plushberry,666,,,"""https://assets.wikileaf.com/assets/strains/strain/Plushberry.png"""
Mataro Blue,667,,,"""../../../assets/img/strain-types/Indica_500.png"""
Memory Loss,668,,,"""https://assets.wikileaf.com/assets/strains/strain/Memory_Loss.jpg"""
Blue Lemon,669,,,"""https://assets.wikileaf.com/assets/strains/strain/blue-lemon-icon.png"""
Fire Alien Master,670,,,"""../../../assets/img/strain-types/Indica_500.png"""
Wet Dream,671,,,"""https://assets.wikileaf.com/assets/strains/strain/Wet-dream-Icon.jpg"""
Sugar Black Rose,672,,,"""https://assets.wikileaf.com/assets/strains/strain/Sugar_Black_Rose.png"""
Animal Face,673,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Pineapple Jack,674,,,"""https://assets.wikileaf.com/assets/strains/strain/Pineapple_Jack.png"""
Thunderstruck,675,,,"""../../../assets/img/strain-types/Sativa_500.png"""
White Berry,676,,,"""https://assets.wikileaf.com/assets/strains/strain/White_Berry.png"""
Godberry,677,,,"""../../../assets/img/strain-types/Indica_500.png"""
False Teeth,678,,,"""https://assets.wikileaf.com/assets/strains/strain/str-falseteeth_500x500.png"""
Polar Dog,679,,,"""https://assets.wikileaf.com/assets/strains/strain/Polar_Dog_500x500.png"""
Gelato Cake,680,,,"""../../../assets/img/strain-types/Indica_500.png"""
Now N Later,681,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Beyond the Brain,682,,,"""https://assets.wikileaf.com/assets/strains/strain/Beyond-the-Brain-icon.png"""
Purple Gorilla,683,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple_Gorilla.png"""
Garanimals,684,,,"""../../../assets/img/strain-types/Indica_500.png"""
Tillamook Strawberry,685,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Ultra Sour,686,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Tuna OG,687,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Versace,688,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Washing Machine,689,,,"""../../../assets/img/strain-types/Indica_500.png"""
Wakanda OG,690,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Ace of Spades,691,,,"""https://assets.wikileaf.com/assets/strains/strain/Ace_of_Spades_500x500.png"""
The Brotherhood,692,,,"""https://assets.wikileaf.com/assets/strains/strain/The-Brotherhood-icon.png"""
Dr. Grinspoon,693,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Firewalker OG,694,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Corleone Kush,695,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Doc OG,696,,,"""../../../assets/img/strain-types/Indica_500.png"""
Pine Tar Kush,697,,,"""../../../assets/img/strain-types/Indica_500.png"""
Purple Jack,698,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Purple Monkey Balls,699,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Redwood Kush,700,,,"""../../../assets/img/strain-types/Indica_500.png"""
Purple Cheddar,701,,,"""../../../assets/img/strain-types/Indica_500.png"""
Purple Tangie,702,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Red Congolese,703,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Black Label Kush,704,,,"""../../../assets/img/strain-types/Indica_500.png"""
Alien Hallucination,705,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Primus,706,,,"""https://assets.wikileaf.com/assets/strains/strain/Primus-Icon.png"""
Buddha's Sister,707,,,"""../../../assets/img/strain-types/Indica_500.png"""
Crimea Blue,708,,,"""https://assets.wikileaf.com/assets/strains/strain/Crimea_Blue.jpg"""
Buddha's Hand,709,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Godfather OG,710,,,"""https://assets.wikileaf.com/assets/strains/strain/Godfather-OG-icon.png"""
Pop Rox,711,,,"""https://assets.wikileaf.com/assets/strains/strain/pop-rox-icon.png"""
Colorado Bubba,712,,,"""../../../assets/img/strain-types/Indica_500.png"""
Pineapple Thai,713,,,"""https://assets.wikileaf.com/assets/strains/strain/pineapple-thai-Icon.png"""
Bubba OG,714,,,"""https://assets.wikileaf.com/assets/strains/strain/Bubba_OG.jpg"""
Purple Tonic,715,,,"""https://assets.wikileaf.com/assets/strains/strain/PurpleTonic-icon.png"""
Alien Bubba,716,,,"""https://assets.wikileaf.com/assets/strains/strain/Alien_Bubba.png"""
Blueberry Jack,717,,,"""https://assets.wikileaf.com/assets/strains/strain/Blueberry-Jack-Icon.png"""
Purple Crack,718,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple_Crack.png"""
Blackberry x Blueberry,719,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-BlackberryXBlueberry.png"""
Platinum Purple Kush,720,,,"""https://assets.wikileaf.com/assets/strains/strain/PlatinumPurpleKush-icon.png"""
Hercules,721,,,"""https://assets.wikileaf.com/assets/strains/strain/Hercules.png"""
Orange Juice,722,,,"""https://assets.wikileaf.com/assets/strains/strain/Orange_Juice.png"""
Hindu Skunk,723,,,"""https://assets.wikileaf.com/assets/strains/strain/Hindu_Skunk.png"""
Blue Steel,724,,,"""https://assets.wikileaf.com/assets/strains/strain/Blue-Steel-icon.png"""
Citrus Punch,725,,,"""https://assets.wikileaf.com/assets/strains/strain/Citrus_Punch.png"""
Jack 47,726,,,"""https://assets.wikileaf.com/assets/strains/strain/Jack_47.png"""
Quebec Gold,727,,,"""https://assets.wikileaf.com/assets/strains/strain/Quebec_Gold.png"""
Optimus Prime,728,,,"""https://assets.wikileaf.com/assets/strains/strain/Optimus_Prime.jpg"""
Johnny Blaze,729,,,"""https://assets.wikileaf.com/assets/strains/strain/Johnny-Blaze-icon.png"""
Ethiopian,730,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-Ethiopian.png"""
White Gorilla,731,,,"""https://assets.wikileaf.com/assets/strains/strain/White_Gorilla.png"""
G1000,732,,,"""https://assets.wikileaf.com/assets/strains/strain/g1000-icon.png"""
Purple Alien OG,733,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple_Alien_OG.png"""
Black Afghan,734,,,"""https://assets.wikileaf.com/assets/strains/strain/Black-Afghan-icon.png"""
Birds of Paradise,735,,,"""https://assets.wikileaf.com/assets/strains/strain/Birds-Of-Paradise-icon.png"""
Valley Girl,736,,,"""https://assets.wikileaf.com/assets/strains/strain/Valley_Girl.png"""
Chiesel,737,,,"""https://assets.wikileaf.com/assets/strains/strain/Chiesel_500x500.png"""
Pineapple Haze,738,,,"""https://assets.wikileaf.com/assets/strains/strain/Pineapple_Haze.jpg"""
Loud Scout,739,,,"""https://assets.wikileaf.com/assets/strains/strain/loud-scout-icon.png"""
Blue Heron,740,,,"""https://assets.wikileaf.com/assets/strains/strain/blue-heron-icon.png"""
Ghetto Bird,741,,,"""https://assets.wikileaf.com/assets/strains/strain/ghetto-bird-icon.png"""
Big Bull,742,,,"""https://assets.wikileaf.com/assets/strains/strain/BigBull-icon.png"""
White Kush,743,,,"""https://assets.wikileaf.com/assets/strains/strain/White_Kush.jpg"""
Strawberry Ice,744,,,"""https://assets.wikileaf.com/assets/strains/strain/Strawberry_Ice.jpg"""
Fortune Cookies,745,,,"""https://assets.wikileaf.com/assets/strains/strain/Fortune_Cookies.png"""
Bright Fire,746,,,"""https://assets.wikileaf.com/assets/strains/strain/Bright-Fire-icon.png"""
Big Mac,747,,,"""https://assets.wikileaf.com/assets/strains/strain/Big-Mac-icon.png"""
Sugar Kush,748,,,"""https://assets.wikileaf.com/assets/strains/strain/Sugar_Kush.png"""
White Dawg,749,,,"""https://assets.wikileaf.com/assets/strains/strain/White_Dawg.jpg"""
Bell Ringer,750,,,"""https://assets.wikileaf.com/assets/strains/strain/Bell-Ringer-icon.png"""
Tropical Tang,751,,,"""https://assets.wikileaf.com/assets/strains/strain/Tropical_Tang.png"""
King Kush,752,,,"""https://assets.wikileaf.com/assets/strains/strain/King_Kush.png"""
Raspberry Cough,753,,,"""https://assets.wikileaf.com/assets/strains/strain/Raspberry_Cough.jpg"""
Pink Bubba,754,,,"""https://assets.wikileaf.com/assets/strains/strain/Pink_Bubba.png"""
OG Cheese,755,,,"""https://assets.wikileaf.com/assets/strains/strain/OG_Cheese.jpg"""
California Hash Plant,756,,,"""https://assets.wikileaf.com/assets/strains/strain/California-Hash-Plant-icon.png"""
Bright Moments,757,,,"""https://assets.wikileaf.com/assets/strains/strain/Bright-Moments-icon.png"""
Early Miss,758,,,"""https://assets.wikileaf.com/assets/strains/strain/Early_Miss.jpg"""
Or,759,,,"""https://assets.wikileaf.com/assets/strains/strain/Or-icon.png"""
Atomic Bomb,760,,,"""https://assets.wikileaf.com/assets/strains/strain/atomic-bomb-icon.png"""
Big Kush,761,,,"""https://assets.wikileaf.com/assets/strains/strain/Big-Kush-icon.png"""
Black Cherry OG,762,,,"""https://assets.wikileaf.com/assets/strains/strain/Black_Cherry_OG.jpg"""
OG Chem,763,,,"""https://assets.wikileaf.com/assets/strains/strain/OG_Chem.png"""
Gas Mask,764,,,"""https://assets.wikileaf.com/assets/strains/strain/Gas-Mask-icon.png"""
Chocolate Diesel,765,,,"""https://assets.wikileaf.com/assets/strains/strain/Chocolate_Diesel.jpg"""
Ghost Cookies,766,,,"""https://assets.wikileaf.com/assets/strains/strain/Ghost-Cookies-icon.png"""
Sweet Black Angel,767,,,"""https://assets.wikileaf.com/assets/strains/strain/Sweet-Black-Angel-Icon.jpg"""
C3PO,768,,,"""https://assets.wikileaf.com/assets/strains/strain/C3PO-icon.png"""
Rocket Fuel,769,,,"""../../../assets/img/strain-types/Indica_500.png"""
La Blanca,770,,,"""https://assets.wikileaf.com/assets/strains/strain/la-blanca-Icon.png"""
Dr. Bubbles,771,,,"""https://assets.wikileaf.com/assets/strains/strain/dr-bubbles-icon.png"""
Red Haze,772,,,"""https://assets.wikileaf.com/assets/strains/strain/Red-Haze-Icon.png"""
Dragon OG,773,,,"""https://assets.wikileaf.com/assets/strains/strain/Dragon-OG-icon.png"""
Strawberry Lemonade,774,,,"""https://assets.wikileaf.com/assets/strains/strain/Strawberry_Lemonade.png"""
Aurora Indica,775,,,"""https://assets.wikileaf.com/assets/strains/strain/Aurora_Indica.png"""
Royal Highness,776,,,"""https://assets.wikileaf.com/assets/strains/strain/Royal_Highness.png"""
El Jefe,777,,,"""https://assets.wikileaf.com/assets/strains/strain/El_Jefe.png"""
Golden Nugget,778,,,"""https://assets.wikileaf.com/assets/strains/strain/golden-nugget-icon.png"""
Elmer's Glue,779,,,"""https://assets.wikileaf.com/assets/strains/strain/1632413217_Elmers_Glue.webp"""
Mother's Helper,780,,,"""https://assets.wikileaf.com/assets/strains/strain/mother-helper-Icon.png"""
Northern Wreck,781,,,"""https://assets.wikileaf.com/assets/strains/strain/Northern-Wreck-Icon.png"""
Chocolate Haze,782,,,"""https://assets.wikileaf.com/assets/strains/strain/Chocolate_Haze.jpg"""
American Pie,783,,,"""https://assets.wikileaf.com/assets/strains/strain/american-pie-icon.png"""
Purple Suicide,784,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple-Suicide-icon.png"""
Foul Mouth,785,,,"""https://assets.wikileaf.com/assets/strains/strain/foul-mouth-strain-icon.png"""
Jack Flash,786,,,"""https://assets.wikileaf.com/assets/strains/strain/Jack_Flash.png"""
Soul Shine,787,,,"""https://assets.wikileaf.com/assets/strains/strain/soul_shine-icon.png"""
Purple Lightning,788,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple-Lightning-icon.png"""
Punky Lion,789,,,"""https://assets.wikileaf.com/assets/strains/strain/1575314828_Punky-Lion-icon.png"""
Super Snow Dog,790,,,"""https://assets.wikileaf.com/assets/strains/strain/SuperSnowDog-icon.png"""
Madagascar,791,,,"""https://assets.wikileaf.com/assets/strains/strain/Madagascar-icon.png"""
Pearl Scout Cookies,792,,,"""https://assets.wikileaf.com/assets/strains/strain/Pearl-Scout-Cookies-icon.png"""
Cali Kush,793,,,"""https://assets.wikileaf.com/assets/strains/strain/Cali_Kush.jpg"""
Jelly Roll,794,,,"""https://assets.wikileaf.com/assets/strains/strain/Jelly-Roll-Icon.png"""
Lemon Bubble,795,,,"""https://assets.wikileaf.com/assets/strains/strain/LemonBubble-icon.png"""
Lake of Fire,796,,,"""https://assets.wikileaf.com/assets/strains/strain/lake-of-fire-icon.png"""
Green Avenger,797,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-GreenAvenger.png"""
Tweed CBD,798,,,"""https://assets.wikileaf.com/assets/strains/strain/TweedCBD-icon.png"""
God's Bubba,799,,,"""https://assets.wikileaf.com/assets/strains/strain/GodsBubba-icon.png"""
Django,800,,,"""https://assets.wikileaf.com/assets/strains/strain/Django-icon.jpg"""
Blue Nina,801,,,"""https://assets.wikileaf.com/assets/strains/strain/BlueNina-Icon.png"""
Critical 47,802,,,"""https://assets.wikileaf.com/assets/strains/strain/critical-47-icon.png"""
Devil Fruit,803,,,"""https://assets.wikileaf.com/assets/strains/strain/devil-fruit-Icon.png"""
Megalodon,804,,,"""https://assets.wikileaf.com/assets/strains/strain/Megalodon-Icon.png"""
Electric Kool-Aid,805,,,"""https://assets.wikileaf.com/assets/strains/strain/Str-ElectricKoolAid_500x500.png"""
Cactus Cooler,806,,,"""https://assets.wikileaf.com/assets/strains/strain/cactus-cooler-icon.png"""
Endless Sky,807,,,"""https://assets.wikileaf.com/assets/strains/strain/Endless-Sky-icon.png"""
Fire Haze,808,,,"""https://assets.wikileaf.com/assets/strains/strain/Fire-Haze-Icon.png"""
Edelweiss,809,,,"""https://assets.wikileaf.com/assets/strains/strain/edelweiss-Icon.png"""
Sweet Kush,810,,,"""https://assets.wikileaf.com/assets/strains/strain/str-sweet-kush_500x500.png"""
Ayahuasca Purple,811,,,"""https://assets.wikileaf.com/assets/strains/strain/ayahuasca-purple-icon.png"""
Rare Darkness,812,,,"""https://assets.wikileaf.com/assets/strains/strain/Rare_Darkness.jpg"""
Anonymous OG,813,,,"""https://assets.wikileaf.com/assets/strains/strain/anon-og-icon.png"""
Koolato,814,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Blue Nightmare,815,,,"""https://assets.wikileaf.com/assets/strains/strain/Blue-Nightmare-Icon.png"""
Spliffs Strawberry,816,,,"""https://assets.wikileaf.com/assets/strains/strain/spliffs_strawberry-icon.png"""
Millennium,817,,,"""https://assets.wikileaf.com/assets/strains/strain/Millennium-icon.jpg"""
Outlaw,818,,,"""https://assets.wikileaf.com/assets/strains/strain/Outlaw-icon.png"""
G13 Haze,819,,,"""https://assets.wikileaf.com/assets/strains/strain/g-13-haze-icon.png"""
Oracle,820,,,"""https://assets.wikileaf.com/assets/strains/strain/Oracle.jpg"""
White Sangria,821,,,"""https://assets.wikileaf.com/assets/strains/strain/white-sangria-icon.png"""
DarkStar,822,,,"""https://assets.wikileaf.com/assets/strains/strain/Dark-Star-icon.png"""
Boysenberry,823,,,"""https://assets.wikileaf.com/assets/strains/strain/str-boysenberry_500x500.png"""
Moonwalker Kush,824,,,"""https://assets.wikileaf.com/assets/strains/strain/Moonwalker-Kush-Icon.jpg"""
Cali Gold,825,,,"""https://assets.wikileaf.com/assets/strains/strain/Cali_Gold.jpg"""
Blue Alien,826,,,"""https://assets.wikileaf.com/assets/strains/strain/str-blue-alien_500x500.png"""
Ghost Bubba,827,,,"""https://assets.wikileaf.com/assets/strains/strain/Ghost-Bubba-Icon.png"""
Zeus OG,828,,,"""https://assets.wikileaf.com/assets/strains/strain/Zeus-OG-Icon.png"""
Berry OG,829,,,"""https://assets.wikileaf.com/assets/strains/strain/Berry-OG-Icon.png"""
Milky Way,830,,,"""https://assets.wikileaf.com/assets/strains/strain/Milky_Way.jpg"""
Quasar,831,,,"""https://assets.wikileaf.com/assets/strains/strain/Quasar.jpg"""
Irish Cream,832,,,"""https://assets.wikileaf.com/assets/strains/strain/Irish_Cream.jpg"""
Stephen Hawking Kush,833,,,"""https://assets.wikileaf.com/assets/strains/strain/Stephen_Hawking_Kush.jpg"""
Bubblicious,834,,,"""https://assets.wikileaf.com/assets/strains/strain/Bubblicious.jpg"""
White Knight,835,,,"""https://assets.wikileaf.com/assets/strains/strain/white-knight-icon.png"""
Raindance,836,,,"""https://assets.wikileaf.com/assets/strains/strain/raindance-icon.png"""
Alf,837,,,"""https://assets.wikileaf.com/assets/strains/strain/alf-icon.png"""
BB King,838,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-BBKing.png"""
Tutti Frutti,839,,,"""https://assets.wikileaf.com/assets/strains/strain/Tutti_Frutti.jpg"""
Lucid Dream,840,,,"""https://assets.wikileaf.com/assets/strains/strain/Lucid_Dream.jpg"""
Webster,841,,,"""https://assets.wikileaf.com/assets/strains/strain/webster-icon.png"""
Lucy,842,,,"""https://assets.wikileaf.com/assets/strains/strain/Lucy.jpg"""
