text,value,selected,description,imageSrc
OG Sour Diesel,1348,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Orange Kush Breath,1349,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Sweet Baby Jane,1350,,,"""../../../assets/img/strain-types/Indica_500.png"""
Sweet Amnesia Haze,1351,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Smooth Operator,1352,,,"""https://assets.wikileaf.com/assets/strains/strain/Smooth-Operator-icon.jpg"""
Hawaiian Cookies,1353,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-HawaiianCookies.png"""
Caviar Gold,1354,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Best Friend OG,1355,,,"""https://assets.wikileaf.com/assets/strains/strain/best-friend-og-icon.png"""
Strawberry Frost,1356,,,"""../../../assets/img/strain-types/Indica_500.png"""
Orient Express,1357,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Suicide Girl,1358,,,"""../../../assets/img/strain-types/Indica_500.png"""
Cake Batter,1359,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Blackberry Trainwreck,1360,,,"""https://assets.wikileaf.com/assets/strains/strain/Blackberry_Trainwreck.png"""
Satori,1361,,,"""https://assets.wikileaf.com/assets/strains/strain/Satori-icon.png"""
Puna Budder,1362,,,"""https://assets.wikileaf.com/assets/strains/strain/puna-budder-icon.png"""
Dutch Queen,1363,,,"""https://assets.wikileaf.com/assets/strains/strain/DutchQueen-icon.png"""
Golden Soda,1364,,,"""https://assets.wikileaf.com/assets/strains/strain/GoldenSoda-icon.png"""
Oil Spill,1365,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Kill Bill,1366,,,"""https://assets.wikileaf.com/assets/strains/strain/KillBill-icon.png"""
Penelope,1367,,,"""https://assets.wikileaf.com/assets/strains/strain/Penelope-icon.png"""
Sunset,1368,,,"""../../../assets/img/strain-types/Indica_500.png"""
Super Silver Lights,1369,,,"""../../../assets/img/strain-types/Indica_500.png"""
The Real McCoy,1370,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Sexxpot,1371,,,"""https://assets.wikileaf.com/assets/strains/strain/Sexxpot.jpg"""
Exile,1372,,,"""https://assets.wikileaf.com/assets/strains/strain/Exile-icon.png"""
Sumo's OG Kush,1373,,,"""../../../assets/img/strain-types/Indica_500.png"""
Summer Breeze,1374,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Sweet Pure CBD,1375,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Sweet Harlem Diesel,1376,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Diamond Socks,1377,,,"""https://assets.wikileaf.com/assets/strains/strain/DiamondSocks-icon.png"""
Honey Buns,1378,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Blue Boy,1379,,,"""https://assets.wikileaf.com/assets/strains/strain/Blue_Boy.jpg"""
Sweet Jesus,1380,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Sun Ra,1381,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-SunRa.png"""
Snowball,1382,,,"""../../../assets/img/strain-types/Indica_500.png"""
Destroyer,1383,,,"""https://assets.wikileaf.com/assets/strains/strain/Destroyer.png"""
Tardis,1384,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Money Pug,1385,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Sour Willie,1386,,,"""https://assets.wikileaf.com/assets/strains/strain/Sour-Willie-icon.jpg"""
Emperor Cookie Dough,1387,,,"""https://assets.wikileaf.com/assets/strains/strain/emperor-cookie-dough-icon.png"""
Super G,1388,,,"""https://assets.wikileaf.com/assets/strains/strain/super-g-icon.png"""
Zeta Sage,1389,,,"""https://assets.wikileaf.com/assets/strains/strain/Zeta-Sage-icon.jpg"""
Gorilla Zkittlez,1390,,,"""../../../assets/img/strain-types/Indica_500.png"""
Super Sour Lemon,1391,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Astral Works,1392,,,"""https://assets.wikileaf.com/assets/strains/strain/AstralWorks-icon.png"""
Strawberry Blonde,1393,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Heavy Duty Fruity,1394,,,"""https://assets.wikileaf.com/assets/strains/strain/str-hdf_500x500.png"""
Spyder Mon,1395,,,"""../../../assets/img/strain-types/Sativa_500.png"""
The Vision,1396,,,"""../../../assets/img/strain-types/Indica_500.png"""
Captain Jack,1397,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Green Gelato,1398,,,"""../../../assets/img/strain-types/Indica_500.png"""
Sour Spyder,1399,,,"""../../../assets/img/strain-types/Indica_500.png"""
Cherry Kiss,1400,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Tar Monster,1401,,,"""../../../assets/img/strain-types/Indica_500.png"""
Grapefruit Diesel,1402,,,"""https://assets.wikileaf.com/assets/strains/strain/Grapefruit-Diesel-icon.png"""
Thai Fantasy,1403,,,"""../../../assets/img/strain-types/Sativa_500.png"""
The Big Dirty,1404,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
The Boss,1405,,,"""../../../assets/img/strain-types/Sativa_500.png"""
The Gift,1406,,,"""../../../assets/img/strain-types/Sativa_500.png"""
The Lime,1407,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
The Loops,1408,,,"""../../../assets/img/strain-types/Indica_500.png"""
Tina,1409,,,"""../../../assets/img/strain-types/Indica_500.png"""
Tonics Web,1410,,,"""../../../assets/img/strain-types/Indica_500.png"""
Berry Sanders,1411,,,"""https://assets.wikileaf.com/assets/strains/strain/str-berry-sanders_500x500.png"""
Trap Star,1412,,,"""../../../assets/img/strain-types/Indica_500.png"""
Treasure Island,1413,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Head Trip,1414,,,"""https://assets.wikileaf.com/assets/strains/strain/str-headtrip_500x500.png"""
KC 36,1415,,,"""https://assets.wikileaf.com/assets/strains/strain/KC-36-icon.png"""
Tropic Thunder,1416,,,"""../../../assets/img/strain-types/Sativa_500.png"""
True Face,1417,,,"""../../../assets/img/strain-types/Indica_500.png"""
True X,1418,,,"""../../../assets/img/strain-types/Indica_500.png"""
Truffle Butter,1419,,,"""../../../assets/img/strain-types/Indica_500.png"""
Ultra Banana,1420,,,"""../../../assets/img/strain-types/Indica_500.png"""
Vietnamese Bubba,1421,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Violeta,1422,,,"""../../../assets/img/strain-types/Indica_500.png"""
Wembley,1423,,,"""../../../assets/img/strain-types/Indica_500.png"""
Sweet and Sour Widow,1424,,,"""https://assets.wikileaf.com/assets/strains/strain/sweet-and-sour-widow-icon.png"""
White Bastard,1425,,,"""../../../assets/img/strain-types/Indica_500.png"""
Tangerine Sunrise,1426,,,"""https://assets.wikileaf.com/assets/strains/strain/Tangerine-Sunrise-icon.png"""
White Bubblegum,1427,,,"""../../../assets/img/strain-types/Indica_500.png"""
Cheesewreck,1428,,,"""../../../assets/img/strain-types/Sativa_500.png"""
White Caramel Cookie,1429,,,"""../../../assets/img/strain-types/Indica_500.png"""
White Coco,1430,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
White Domina,1431,,,"""../../../assets/img/strain-types/Indica_500.png"""
Bubblegum Rainbow Kush,1432,,,"""../../../assets/img/strain-types/Indica_500.png"""
Blackberry Bubble,1433,,,"""https://assets.wikileaf.com/assets/strains/strain/Blackberry-Bubble-icon.png"""
The Fork,1434,,,"""https://assets.wikileaf.com/assets/strains/strain/TheFork-icon.png"""
Throwback Kush,1435,,,"""https://assets.wikileaf.com/assets/strains/strain/Throwback-Kush-icon.png"""
Kushberry,1436,,,"""../../../assets/img/strain-types/Indica_500.png"""
Qrazy Train,1437,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
WMD,1438,,,"""../../../assets/img/strain-types/Indica_500.png"""
Wonder Kid,1439,,,"""../../../assets/img/strain-types/Indica_500.png"""
Wookie,1440,,,"""../../../assets/img/strain-types/Indica_500.png"""
Sinai,1441,,,"""https://assets.wikileaf.com/assets/strains/strain/sinai-icon.png"""
WTF,1442,,,"""../../../assets/img/strain-types/Indica_500.png"""
Yoda's Brain,1443,,,"""../../../assets/img/strain-types/Indica_500.png"""
Zelda,1444,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Mai Tai Cookies,1445,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-MaiTaiCookies.png"""
Sour Cheese,1446,,,"""https://assets.wikileaf.com/assets/strains/strain/sour-cheese-icon.png"""
Sugar Shack,1447,,,"""https://assets.wikileaf.com/assets/strains/strain/sugar-shack-icon.png"""
Tahoe Hydro Champagne,1448,,,"""https://assets.wikileaf.com/assets/strains/strain/Tahoe_hydro_champagne-icon.png"""
Nuclear Cookies,1449,,,"""https://assets.wikileaf.com/assets/strains/strain/1576793522_Nuclear-Cookies-icon.png"""
Pineapple Purps,1450,,,"""https://assets.wikileaf.com/assets/strains/strain/1576793592_Pineapple-Purps-icon.png"""
Headstash,1451,,,"""../../../assets/img/strain-types/Indica_500.png"""
White Ryder,1452,,,"""https://assets.wikileaf.com/assets/strains/strain/1576793697_White-Ryder-icon.png"""
Gelonade,1453,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Guava Chem,1454,,,"""../../../assets/img/strain-types/Indica_500.png"""
Fat Banana,1455,,,"""../../../assets/img/strain-types/Indica_500.png"""
Golden Tiger,1456,,,"""https://assets.wikileaf.com/assets/strains/strain/Golden_Tiger.jpg"""
Hempstar,1457,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Madman OG,1458,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Doug's Varin,1459,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Orange Hill Special,1460,,,"""https://assets.wikileaf.com/assets/strains/strain/OrangeHillSpecial-Icon.png"""
Opal OG Kush,1461,,,"""../../../assets/img/strain-types/Indica_500.png"""
Purple Chemdawg,1462,,,"""../../../assets/img/strain-types/Indica_500.png"""
Romulan Grapefruit,1463,,,"""../../../assets/img/strain-types/Indica_500.png"""
Shiva Skunk,1464,,,"""../../../assets/img/strain-types/Indica_500.png"""
Pineapple,1465,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Sour Urkle,1466,,,"""../../../assets/img/strain-types/Indica_500.png"""
Cheesy Dick,1467,,,"""../../../assets/img/strain-types/Indica_500.png"""
VCDC,1468,,,"""../../../assets/img/strain-types/Indica_500.png"""
White Romulan,1469,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
3D CBD,1470,,,"""../../../assets/img/strain-types/Sativa_500.png"""
501st OG,1471,,,"""../../../assets/img/strain-types/Indica_500.png"""
AK-48,1472,,,"""../../../assets/img/strain-types/Indica_500.png"""
Skunk Dawg,1473,,,"""https://assets.wikileaf.com/assets/strains/strain/skunk-dawg-icon.png"""
Atomical Haze,1474,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Avidekel,1475,,,"""../../../assets/img/strain-types/Indica_500.png"""
Sunset Haze,1476,,,"""https://assets.wikileaf.com/assets/strains/strain/Sunset-Haze-icon.png"""
Pokie,1477,,,"""https://assets.wikileaf.com/assets/strains/strain/Pokie-icon.png"""
Brooklyn Mango,1478,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Bubble Cheese,1479,,,"""../../../assets/img/strain-types/Indica_500.png"""
Buddha Tahoe,1480,,,"""../../../assets/img/strain-types/Indica_500.png"""
Amnesia Lemon,1481,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Snow Mountain,1482,,,"""https://assets.wikileaf.com/assets/strains/strain/Snow-Mountain-icon.png"""
Predator Pink,1483,,,"""https://assets.wikileaf.com/assets/strains/strain/predator-pink-icon.png"""
Purple Sage,1484,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple-Sage-icon.png"""
Sticky Buns,1485,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Blackberry Chem OG,1486,,,"""../../../assets/img/strain-types/Indica_500.png"""
Blackberry Rhino,1487,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Blue Dynamite,1488,,,"""https://assets.wikileaf.com/assets/strains/strain/Blue_Dynamite.jpg"""
Bloo's Kloos,1489,,,"""../../../assets/img/strain-types/Indica_500.png"""
Blue Afghani,1490,,,"""../../../assets/img/strain-types/Indica_500.png"""
Blueberry AK,1491,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Blueberry Essence,1492,,,"""../../../assets/img/strain-types/Indica_500.png"""
Blueberry Lambsbread,1493,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Sour Flower,1494,,,"""https://assets.wikileaf.com/assets/strains/strain/Sour-Flower-icon.png"""
Booger,1495,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Brainstorm Haze,1496,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Blueberry Pancakes,1497,,,"""../../../assets/img/strain-types/Indica_500.png"""
Confidential Cheese,1498,,,"""../../../assets/img/strain-types/Indica_500.png"""
Gorilla OG,1499,,,"""../../../assets/img/strain-types/Indica_500.png"""
Pink Sunset,1500,,,"""https://assets.wikileaf.com/assets/strains/strain/pink-sunset-strain-icon.png"""
Pestilence,1501,,,"""https://assets.wikileaf.com/assets/strains/strain/Pestilence-icon.png"""
Bugatti OG,1502,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Crater Lake,1503,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Pink Mango,1504,,,"""https://assets.wikileaf.com/assets/strains/strain/Pink-Mango-Icon.png"""
Silver Cindy,1505,,,"""https://assets.wikileaf.com/assets/strains/strain/SilverCindy-icon.png"""
Snow Leopard,1506,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-SnowLeopard.png"""
Panama Punch,1507,,,"""https://assets.wikileaf.com/assets/strains/strain/panama-punch-icon.png"""
Snowcap,1508,,,"""https://assets.wikileaf.com/assets/strains/strain/Snowcap-icon.png"""
P-51,1509,,,"""https://assets.wikileaf.com/assets/strains/strain/P51-icon.png"""
840,1510,,,"""https://assets.wikileaf.com/assets/strains/strain/840-icon.png"""
Double Tap,1511,,,"""https://assets.wikileaf.com/assets/strains/strain/DoubleTap-icon.png"""
Swiss Sativa,1512,,,"""https://assets.wikileaf.com/assets/strains/strain/SwissSativa-icon.png"""
Paris XXX,1513,,,"""https://assets.wikileaf.com/assets/strains/strain/paris-xxx-icon.png"""
Blue Moonshine,1514,,,"""https://assets.wikileaf.com/assets/strains/strain/Blue_Moonshine.png"""
Cherry Thunder Fuck,1515,,,"""https://assets.wikileaf.com/assets/strains/strain/cherry-thunder-fuck-icon.png"""
Brain Candy,1516,,,"""https://assets.wikileaf.com/assets/strains/strain/Brain-Candy-icon.png"""
Jenni,1517,,,"""https://assets.wikileaf.com/assets/strains/strain/jenni-icon.png"""
California Limes,1518,,,"""https://assets.wikileaf.com/assets/strains/strain/California-Limes-icon.png"""
Grand Poobah,1519,,,"""https://assets.wikileaf.com/assets/strains/strain/Grand_Poobah.png"""
Bubba Fresh,1520,,,"""https://assets.wikileaf.com/assets/strains/strain/Bubba-Fresh-icon.png"""
Shark Bite,1521,,,"""https://assets.wikileaf.com/assets/strains/strain/Shark-Bite-icon.png"""
Harmony,1522,,,"""https://assets.wikileaf.com/assets/strains/strain/Harmony.png"""
Supernova,1523,,,"""https://assets.wikileaf.com/assets/strains/strain/Supernova.png"""
Rebel Berry OG,1524,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Lemon Bananas,1525,,,"""https://assets.wikileaf.com/assets/strains/strain/str-lemon-bananas_500x500.png"""
White Walker Kush,1526,,,"""https://assets.wikileaf.com/assets/strains/strain/White_Walker_Kush.png"""
Cindy White,1527,,,"""https://assets.wikileaf.com/assets/strains/strain/Cindy_White.png"""
Green Monster,1528,,,"""https://assets.wikileaf.com/assets/strains/strain/Green_Monster.png"""
Strawberry OG,1529,,,"""https://assets.wikileaf.com/assets/strains/strain/Strawberry_OG.png"""
Buddha Haze,1530,,,"""https://assets.wikileaf.com/assets/strains/strain/Buddha_Haze.png"""
Hollywood OG,1531,,,"""https://assets.wikileaf.com/assets/strains/strain/Hollywood_OG.png"""
Sour Dream,1532,,,"""https://assets.wikileaf.com/assets/strains/strain/Sour_Dream.png"""
Nepalese Dragon,1533,,,"""https://assets.wikileaf.com/assets/strains/strain/Nepalese-Dragon-icon.png"""
Timewreck,1534,,,"""https://assets.wikileaf.com/assets/strains/strain/Time-Wreck-icon.png"""
Fallen Angel,1535,,,"""https://assets.wikileaf.com/assets/strains/strain/Fallen-Angel-icon.png"""
Pluto Kush,1536,,,"""https://assets.wikileaf.com/assets/strains/strain/1575314790_Pluto-Kush-icon.png"""
Velvet Bud,1537,,,"""https://assets.wikileaf.com/assets/strains/strain/Velvet_Bud.jpg"""
Double Diesel,1538,,,"""https://assets.wikileaf.com/assets/strains/strain/double-diesel-icon.png"""
Black Bubba,1539,,,"""https://assets.wikileaf.com/assets/strains/strain/Black-Bubba-Icon.png"""
Red Widow,1540,,,"""https://assets.wikileaf.com/assets/strains/strain/red-widow-icon.png"""
Rock Bud,1541,,,"""https://assets.wikileaf.com/assets/strains/strain/Rock-Bud-icon.png"""
Apricot Jelly,1542,,,"""https://assets.wikileaf.com/assets/strains/strain/apricot-jelly-icon.png"""
Blackberry Snow Cone,1543,,,"""https://assets.wikileaf.com/assets/strains/strain/Blueberry-SnowCone-icon.png"""
Black Lotus,1544,,,"""https://assets.wikileaf.com/assets/strains/strain/Black-Lotus-icon.png"""
Loud Dream,1545,,,"""https://assets.wikileaf.com/assets/strains/strain/Loud_Dream.png"""
Pink Death Star,1546,,,"""https://assets.wikileaf.com/assets/strains/strain/Pink_Death_Star.jpg"""
Alice In Wonderland,1547,,,"""https://assets.wikileaf.com/assets/strains/strain/Alice_In_Wonderland.jpg"""
Shooting Star,1548,,,"""https://assets.wikileaf.com/assets/strains/strain/Shooting-Star-icon.png"""
Old Mother Sativa,1549,,,"""https://assets.wikileaf.com/assets/strains/strain/OldMotherSativa-icon.png"""
Belladonna,1550,,,"""https://assets.wikileaf.com/assets/strains/strain/Belladonna.png"""
African,1551,,,"""https://assets.wikileaf.com/assets/strains/strain/African.jpg"""
OG Diesel Kush,1552,,,"""https://assets.wikileaf.com/assets/strains/strain/OG_Diesel_Kush.png"""
Dream Star,1553,,,"""https://assets.wikileaf.com/assets/strains/strain/Dream-Sta-Icon.png"""
Lemon Pepper,1554,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Black Magic,1555,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-BlackMagic.png"""
GDP Electric,1556,,,"""https://assets.wikileaf.com/assets/strains/strain/gdp-electric-icon.png"""
Deep Breath,1557,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Grandma's Batch,1558,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-GrandmasBatch.png"""
Blue Wolf,1559,,,"""https://assets.wikileaf.com/assets/strains/strain/Blue-Wolf-icon.png"""
Blush,1560,,,"""https://assets.wikileaf.com/assets/strains/strain/Blush-icon.png"""
White Siberian,1561,,,"""https://assets.wikileaf.com/assets/strains/strain/white-siberian-Icon.png"""
Lost Sierra Night Nurse,1562,,,"""https://assets.wikileaf.com/assets/strains/strain/Lost-Sierra-Night-Nurse-Icon.png"""
Cobbler,1563,,,"""https://assets.wikileaf.com/assets/strains/strain/cobbler-icon.png"""
Black D.O.G.,1564,,,"""https://assets.wikileaf.com/assets/strains/strain/Black-DOG-icon.png"""
Project Blue Book,1565,,,"""https://assets.wikileaf.com/assets/strains/strain/Project-Blue-Book-icon.png"""
Julius Caesar,1566,,,"""https://assets.wikileaf.com/assets/strains/strain/Julius_Caesar.png"""
White Lavender,1567,,,"""https://assets.wikileaf.com/assets/strains/strain/white-lavander-icon.png"""
Golden Panda,1568,,,"""https://assets.wikileaf.com/assets/strains/strain/golden_panda-icon.png"""
Cali Jack,1569,,,"""https://assets.wikileaf.com/assets/strains/strain/CaliJack-icon.png"""
Sour Power,1570,,,"""https://assets.wikileaf.com/assets/strains/strain/Sour_Power.jpg"""
Berry Larry,1571,,,"""https://assets.wikileaf.com/assets/strains/strain/Berry-Larry-icon.png"""
Burnt Cookies,1572,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-BurntCookies.png"""
Barbara Bud,1573,,,"""https://assets.wikileaf.com/assets/strains/strain/Barbara_Bud.jpg"""
Future,1574,,,"""https://assets.wikileaf.com/assets/strains/strain/Future.jpg"""
Buddha's Tooth,1575,,,"""https://assets.wikileaf.com/assets/strains/strain/Buddhas-Tooth-icon.png"""
Bazooka Joe,1576,,,"""https://assets.wikileaf.com/assets/strains/strain/Bazooka_Joe.jpg"""
Higher Power,1577,,,"""https://assets.wikileaf.com/assets/strains/strain/Higher-Power-icon2.png"""
Carpet Tape,1578,,,"""https://assets.wikileaf.com/assets/strains/strain/Carpet-Tape-icon.png"""
California Love OG,1579,,,"""https://assets.wikileaf.com/assets/strains/strain/California-Love-OG-icon.png"""
Chuck OG,1580,,,"""https://assets.wikileaf.com/assets/strains/strain/chuck-og-icon.png"""
Purple Sour Diesel,1581,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple_Sour_Diesel.jpg"""
Orange Skunk,1582,,,"""https://assets.wikileaf.com/assets/strains/strain/Orange_Skunk.png"""
Purple Arrow,1583,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple_Arrow.png"""
Gold King's Thai,1584,,,"""https://assets.wikileaf.com/assets/strains/strain/Gold-Kings-Thai-icon.png"""
Brazil Amazonia,1585,,,"""https://assets.wikileaf.com/assets/strains/strain/BrazilAmazonia-icon.png"""
CBD Shark,1586,,,"""https://assets.wikileaf.com/assets/strains/strain/CBD_Shark.png"""
Black Haze,1587,,,"""https://assets.wikileaf.com/assets/strains/strain/Black_Haze.jpg"""
LA Chocolat,1588,,,"""https://assets.wikileaf.com/assets/strains/strain/LA_Chocolat.jpg"""
Bedford Glue,1589,,,"""https://assets.wikileaf.com/assets/strains/strain/bedford-glue-icon.png"""
Blackberry Dream,1590,,,"""https://assets.wikileaf.com/assets/strains/strain/BlackberryDream-icon.png"""
Mad Dawg,1591,,,"""https://assets.wikileaf.com/assets/strains/strain/Mad-Dawg-icon.png"""
Golden State Banana,1592,,,"""https://assets.wikileaf.com/assets/strains/strain/GoldenStateBanana-icon.png"""
Delahaze,1593,,,"""https://assets.wikileaf.com/assets/strains/strain/Delahaze.png"""
Old School OG,1594,,,"""https://assets.wikileaf.com/assets/strains/strain/str-old-school_500x500.png"""
Powderhound,1595,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Cole Train,1596,,,"""https://assets.wikileaf.com/assets/strains/strain/str-cole-train_500x500.png"""
Electric Lemonade,1597,,,"""https://assets.wikileaf.com/assets/strains/strain/electric-lemonade-icon.png"""
Cit·Rix,1598,,,"""https://assets.wikileaf.com/assets/strains/strain/Citrix-Icon.png"""
Casper OG,1599,,,"""https://assets.wikileaf.com/assets/strains/strain/casper-og-icon.png"""
OG Poison,1600,,,"""https://assets.wikileaf.com/assets/strains/strain/OG-Poison-icon.png"""
Doctor Jamaica,1601,,,"""https://assets.wikileaf.com/assets/strains/strain/DoctorJamaica-icon.png"""
One To One,1602,,,"""https://assets.wikileaf.com/assets/strains/strain/OneToOne-icon.png"""
First 48,1603,,,"""https://assets.wikileaf.com/assets/strains/strain/First-48-icon.png"""
Slimer OG,1604,,,"""https://assets.wikileaf.com/assets/strains/strain/1576793672_Slimer-OG-icon.png"""
Romulan Haze,1605,,,"""https://assets.wikileaf.com/assets/strains/strain/romulan-haze-icon.png"""
Red Dwarf,1606,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-RedDwarf.png"""
Scroopy Noopers,1607,,,"""https://assets.wikileaf.com/assets/strains/strain/scroopy-noopers-icon.png"""
Double Mint,1608,,,"""https://assets.wikileaf.com/assets/strains/strain/Double-Mint-strain-icon.png"""
Medical 49,1609,,,"""https://assets.wikileaf.com/assets/strains/strain/Medical-49-icon.png"""
Afwreck,1610,,,"""https://assets.wikileaf.com/assets/strains/strain/Afwreck.png"""
Princess's Tiara,1611,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Sequoia Strawberry,1612,,,"""https://assets.wikileaf.com/assets/strains/strain/sequoia-strawberry-icon.png"""
Purple Paralysis,1613,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple-Paralysis-Icon.png"""
Slazerbeam,1614,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678808_Slazerbeam-icon.png"""
Champagne Diesel,1615,,,"""https://assets.wikileaf.com/assets/strains/strain/champagne-icon.png"""
Chem Beyond Diesel CBD,1616,,,"""https://assets.wikileaf.com/assets/strains/strain/chem-beyond-diesel-cbd-icon.png"""
Congo,1617,,,"""https://assets.wikileaf.com/assets/strains/strain/congo-icon.png"""
Mr Tusk,1618,,,"""https://assets.wikileaf.com/assets/strains/strain/mr-tusk-Icon.png"""
Mother Tongue,1619,,,"""https://assets.wikileaf.com/assets/strains/strain/mother-tongue-icon.png"""
PVC OG,1620,,,"""https://assets.wikileaf.com/assets/strains/strain/PVCOG-icon.png"""
City of God,1621,,,"""https://assets.wikileaf.com/assets/strains/strain/city-of-god-icon.png"""
Gemstone,1622,,,"""https://assets.wikileaf.com/assets/strains/strain/gemstone_500x500.png"""
Dutch Haze,1623,,,"""https://assets.wikileaf.com/assets/strains/strain/dutch-haze-Icon.png"""
Dr. Quantum,1624,,,"""https://assets.wikileaf.com/assets/strains/strain/Dr-Quantum-icon.png"""
Mission Kush,1625,,,"""https://assets.wikileaf.com/assets/strains/strain/Mission-Kush-icon.png"""
Waldo,1626,,,"""https://assets.wikileaf.com/assets/strains/strain/Waldo-icon.png"""
Red Velvet Pie,1627,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Rocky Mountain High,1628,,,"""https://assets.wikileaf.com/assets/strains/strain/RockyMountainHigh-Icon.png"""
Purple Pinecone,1629,,,"""https://assets.wikileaf.com/assets/strains/strain/purple-pinecone-icon.png"""
Robert Plant,1630,,,"""https://assets.wikileaf.com/assets/strains/strain/robert-plant-icon.png"""
River Song,1631,,,"""../../../assets/img/strain-types/Indica_500.png"""
Lightstorm,1632,,,"""https://assets.wikileaf.com/assets/strains/strain/Lightstorm-icon.png"""
Humboldt,1633,,,"""https://assets.wikileaf.com/assets/strains/strain/Humboldt.jpg"""
Frosty,1634,,,"""https://assets.wikileaf.com/assets/strains/strain/Frosty.png"""
Red Eye OG,1635,,,"""https://assets.wikileaf.com/assets/strains/strain/RedEyeOG-icon.png"""
Jacky White,1636,,,"""https://assets.wikileaf.com/assets/strains/strain/Jacky_White.jpg"""
Sugar Punch,1637,,,"""https://assets.wikileaf.com/assets/strains/strain/Sugar-punch-Icon.png"""
Starbud,1638,,,"""https://assets.wikileaf.com/assets/strains/strain/Starbud.jpg"""
G Force,1639,,,"""https://assets.wikileaf.com/assets/strains/strain/G-Force-icon.jpg"""
Tangerine Power,1640,,,"""https://assets.wikileaf.com/assets/strains/strain/tangerine-power-icon.png"""
8 Ball Kush,1641,,,"""https://assets.wikileaf.com/assets/strains/strain/8_Ball_Kush.png"""
Blue Ox,1642,,,"""https://assets.wikileaf.com/assets/strains/strain/Blue-Ox-icon.png"""
Blackberry Fire,1643,,,"""https://assets.wikileaf.com/assets/strains/strain/BlackberryFire-icon.png"""
Big Bomb,1644,,,"""https://assets.wikileaf.com/assets/strains/strain/big-bomb-icon.png"""
Satellite OG,1645,,,"""https://assets.wikileaf.com/assets/strains/strain/Satellite-OG-icon.png"""
Oregon Pineapple,1646,,,"""https://assets.wikileaf.com/assets/strains/strain/oregon-pineapple-icon.png"""
Superman OG,1647,,,"""https://assets.wikileaf.com/assets/strains/strain/Superman-OG-icon.png"""
Ginger Punch,1648,,,"""https://assets.wikileaf.com/assets/strains/strain/ginger-punch-icon.png"""
